example_id,label,mean_prob,min_prob
25,hallucinated,0.68505859375,0.0
26,grounded,0.51220703125,0.0248260498046875
26,hallucinated,0.7333984375,5.364418029785156e-07
27,grounded,0.000537872314453125,0.000537872314453125
27,hallucinated,0.59375,3.5762786865234375e-07
28,grounded,0.00017511844635009766,0.00017511844635009766
28,hallucinated,0.73583984375,2.562999725341797e-05
29,grounded,0.66748046875,0.004230499267578125
29,hallucinated,0.8291015625,0.0
30,grounded,0.9892578125,0.96728515625
30,hallucinated,0.26513671875,2.8014183044433594e-06
31,grounded,0.68017578125,0.041168212890625
31,hallucinated,0.68115234375,0.0001417398452758789
32,grounded,0.00011283159255981445,0.00011283159255981445
32,hallucinated,0.55517578125,2.2649765014648438e-06
33,grounded,0.36865234375,0.36865234375
33,hallucinated,0.7080078125,9.655952453613281e-06
34,grounded,0.71142578125,1.5497207641601562e-06
34,hallucinated,0.52685546875,0.0
35,grounded,1.0,0.99951171875
35,hallucinated,0.5146484375,6.556510925292969e-07
36,grounded,0.94677734375,0.8408203125
36,hallucinated,0.77001953125,0.0013828277587890625
37,grounded,0.65234375,5.960464477539063e-08
37,hallucinated,0.383544921875,0.0
38,grounded,0.03631591796875,0.03631591796875
38,hallucinated,0.908203125,0.00101470947265625
39,grounded,0.006580352783203125,0.006580352783203125
39,hallucinated,0.876953125,0.0
40,grounded,0.5,0.00034165382385253906
40,hallucinated,0.68603515625,1.6093254089355469e-06
41,grounded,0.5380859375,0.07647705078125
41,hallucinated,0.5380859375,1.430511474609375e-06
42,grounded,0.54638671875,0.00438690185546875
42,hallucinated,0.720703125,0.0
43,grounded,0.66650390625,6.157159805297852e-05
43,hallucinated,0.736328125,1.7881393432617188e-07
44,grounded,0.9736328125,0.89501953125
44,hallucinated,0.611328125,0.00019741058349609375
45,grounded,0.833984375,0.0038585662841796875
45,hallucinated,0.61669921875,0.0004754066467285156
46,grounded,0.3359375,1.138448715209961e-05
46,hallucinated,0.50048828125,8.940696716308594e-06
47,grounded,0.71435546875,0.14306640625
47,hallucinated,0.29736328125,0.0
48,grounded,0.8095703125,0.24169921875
48,hallucinated,0.1396484375,2.5331974029541016e-05
49,grounded,5.662441253662109e-06,5.662441253662109e-06
49,hallucinated,0.67822265625,4.76837158203125e-07
50,grounded,0.51806640625,0.036468505859375
50,hallucinated,0.413818359375,0.00014448165893554688
51,grounded,0.8974609375,0.0
51,hallucinated,0.8310546875,6.699562072753906e-05
52,grounded,0.6357421875,0.0
52,hallucinated,0.59619140625,2.384185791015625e-07
53,grounded,0.75,0.00016188621520996094
53,hallucinated,0.607421875,0.0
54,grounded,0.51416015625,0.0279388427734375
54,hallucinated,0.71826171875,1.0371208190917969e-05
55,grounded,1.5079975128173828e-05,1.5079975128173828e-05
55,hallucinated,0.794921875,8.016824722290039e-05
56,grounded,0.75,0.0
56,hallucinated,0.57470703125,2.86102294921875e-06
57,grounded,0.802734375,0.0146636962890625
57,hallucinated,0.560546875,0.0
58,grounded,0.8251953125,0.1253662109375
58,hallucinated,0.609375,0.0
59,grounded,0.0209808349609375,0.0209808349609375
59,hallucinated,0.78173828125,4.589557647705078e-06
60,grounded,0.77197265625,0.31591796875
60,hallucinated,0.10186767578125,5.328655242919922e-05
61,grounded,0.499755859375,4.649162292480469e-06
61,hallucinated,0.72802734375,5.918741226196289e-05
62,grounded,1.0,1.0
62,hallucinated,0.3837890625,5.960464477539063e-08
63,grounded,0.5859375,0.0301513671875
63,hallucinated,0.734375,0.0
64,grounded,0.0022792816162109375,0.0022792816162109375
64,hallucinated,0.474853515625,8.565187454223633e-05
65,grounded,3.5762786865234375e-07,3.5762786865234375e-07
65,hallucinated,0.76220703125,3.516674041748047e-06
66,grounded,0.740234375,0.2200927734375
66,hallucinated,0.48388671875,9.566545486450195e-05
67,grounded,0.0005936622619628906,0.0005936622619628906
67,hallucinated,0.6845703125,2.384185791015625e-07
68,grounded,0.79931640625,0.0010433197021484375
68,hallucinated,0.427490234375,3.069639205932617e-05
69,grounded,0.65966796875,0.005176544189453125
69,hallucinated,0.90478515625,2.980232238769531e-07
70,grounded,0.763671875,0.054656982421875
70,hallucinated,0.669921875,0.0
71,grounded,0.5537109375,0.5537109375
71,hallucinated,0.5849609375,3.814697265625e-05
72,grounded,0.75439453125,0.5087890625
72,hallucinated,0.71875,0.022003173828125
73,grounded,0.72412109375,0.171875
73,hallucinated,0.484619140625,0.0
